,awake,bedtime_end,bedtime_end_delta,bedtime_start,bedtime_start_delta,breath_average,deep,duration,efficiency,hr_5min,hr_average,hr_lowest,hypnogram_5min,is_longest,light,midpoint_at_delta,midpoint_time,onset_latency,period_id,rem,restless,rmssd,rmssd_5min,score,score_alignment,score_deep,score_disturbances,score_efficiency,score_latency,score_rem,score_total,summary_date,temperature_delta,temperature_deviation,temperature_trend_deviation,timezone,total
10,5130,2020-03-26T06:06:01+01:00,21961,2020-03-26T00:58:01+01:00,3481,14.0,6030,18480,72,"[59, 59, 59, 59, 59, 59, 59, 58, 58, 58, 60, 60, 62, 62, 62, 63, 61, 62, 61, 61, 61, 62, 61, 59, 59, 59, 59, 57, 57, 57, 55, 57, 57, 58, 58, 57, 57, 57, 58, 63, 60, 0, 56, 57, 0, 0, 59, 59, 60, 60, 61, 0, 0, 60, 58, 57, 58, 59, 60, 63, 61, 59]",59.23,55,42211111211422222111111222222111211111422444442222244422222144,1,7230,11671,8190,330,0,90,25,41,"[21, 24, 29, 23, 23, 20, 35, 30, 46, 27, 30, 46, 40, 43, 34, 50, 46, 39, 43, 35, 46, 41, 61, 45, 46, 36, 46, 67, 45, 55, 37, 41, 36, 27, 51, 41, 38, 35, 36, 32, 56, 0, 46, 54, 0, 0, 28, 30, 39, 38, 39, 0, 0, 35, 59, 60, 54, 40, 34, 41, 40, 45]",48,92,97,39,53,75,2,29,2020-03-25,0.19,0.19,0.18,60,13350
11,6540,2020-03-27T09:04:18+01:00,32658,2020-03-26T22:48:18+01:00,-4302,14.0,7170,36960,82,"[62, 60, 59, 58, 58, 58, 58, 58, 58, 58, 59, 59, 59, 60, 59, 62, 63, 63, 60, 59, 59, 59, 60, 58, 57, 57, 57, 57, 57, 57, 58, 57, 57, 58, 61, 60, 63, 58, 60, 0, 56, 56, 55, 55, 55, 56, 55, 55, 55, 56, 57, 56, 57, 57, 58, 57, 57, 58, 57, 56, 56, 59, 57, 57, 56, 56, 56, 56, 56, 56, 56, 56, 54, 55, 55, 55, 54, 56, 58, 58, 59, 58, 53, 54, 54, 54, 55, 55, 54, 56, 0, 0, 56, 56, 55, 56, 58, 60, 61, 62, 58, 57, 56, 57, 58, 58, 56, 55, 55, 56, 57, 57, 57, 58, 58, 58, 59, 59, 58, 60, 58, 59, 63, 0]",57.41,53,4422211111121111212212112212122112222244422221112223222244222242221221224222223442222221233322223344422222222233333333233344,1,17820,13788,18090,540,0,5430,25,38,"[29, 26, 29, 33, 34, 23, 20, 29, 24, 21, 19, 19, 19, 20, 30, 37, 45, 47, 21, 24, 32, 25, 19, 29, 35, 39, 34, 49, 52, 29, 23, 24, 43, 30, 30, 42, 38, 33, 40, 0, 34, 29, 39, 33, 30, 27, 32, 32, 59, 57, 47, 58, 33, 50, 41, 39, 42, 51, 49, 49, 41, 39, 44, 24, 26, 28, 29, 28, 25, 35, 35, 32, 51, 40, 43, 43, 55, 32, 36, 52, 55, 47, 66, 63, 52, 46, 57, 49, 46, 51, 0, 0, 60, 51, 51, 50, 48, 45, 53, 54, 28, 41, 48, 48, 43, 36, 61, 51, 50, 56, 35, 44, 46, 36, 40, 38, 54, 41, 48, 58, 58, 47, 38, 0]",85,74,98,67,76,83,82,97,2020-03-26,0.0,0.0,0.16,60,30420
12,5310,2020-03-28T09:30:00+01:00,34200,2020-03-28T01:03:00+01:00,3780,14.625,8400,30420,83,"[59, 58, 55, 56, 56, 56, 56, 56, 56, 55, 55, 56, 58, 59, 60, 59, 59, 58, 59, 0, 0, 59, 58, 58, 58, 58, 59, 59, 59, 59, 58, 58, 61, 58, 59, 58, 58, 58, 58, 56, 55, 55, 56, 56, 58, 57, 57, 56, 55, 57, 58, 59, 58, 60, 60, 57, 57, 56, 58, 58, 58, 57, 57, 57, 56, 57, 57, 58, 60, 59, 57, 58, 0, 0, 57, 57, 0, 0, 56, 57, 58, 58, 59, 57, 0, 61, 67, 69, 60, 59, 61, 59, 57, 58, 58, 58, 58, 58, 57, 58, 60, 0]",57.94,55,422211111111224421133112222111122112212122111211222224422212222222223322432233222114423444222222112244,1,14220,18270,14490,540,0,2490,27,40,"[39, 43, 56, 41, 31, 36, 24, 24, 27, 32, 35, 34, 32, 48, 35, 33, 60, 27, 20, 0, 0, 49, 40, 40, 35, 33, 26, 38, 38, 36, 31, 31, 34, 44, 50, 27, 33, 29, 31, 51, 43, 44, 30, 33, 54, 47, 49, 67, 58, 45, 34, 34, 48, 47, 46, 53, 44, 47, 42, 43, 61, 61, 54, 41, 46, 53, 36, 42, 33, 40, 54, 52, 0, 0, 54, 63, 0, 0, 53, 45, 46, 47, 56, 54, 0, 46, 31, 30, 42, 47, 27, 41, 40, 39, 46, 45, 38, 44, 49, 57, 41, 0]",70,37,99,65,79,83,37,77,2020-03-27,0.16,0.16,0.18,60,25110
13,7440,2020-03-29T09:41:26+01:00,34886,2020-03-29T01:09:26+01:00,4166,14.125,6600,30720,76,"[64, 62, 60, 60, 60, 60, 60, 61, 60, 61, 61, 63, 63, 63, 62, 62, 60, 61, 62, 63, 65, 65, 64, 62, 61, 61, 61, 60, 60, 61, 62, 62, 62, 59, 59, 59, 58, 57, 57, 56, 57, 61, 57, 0, 0, 56, 56, 56, 56, 56, 56, 55, 55, 55, 55, 56, 57, 57, 60, 60, 60, 61, 61, 66, 60, 57, 60, 59, 59, 59, 59, 60, 60, 57, 59, 57, 58, 59, 59, 61, 58, 56, 57, 58, 59, 59, 59, 58, 60, 60, 62, 59, 59, 59, 58, 60, 58, 59, 58, 57, 57, 59, 0]",59.4,55,4222111111122212212334422422111142211222244422221122111222442244444222211422223443333222222232224422244,1,14220,18956,14790,270,0,2460,25,37,"[28, 23, 29, 23, 24, 29, 24, 21, 24, 24, 25, 33, 42, 22, 18, 32, 26, 35, 43, 32, 36, 27, 20, 27, 22, 48, 37, 31, 31, 38, 39, 34, 42, 30, 25, 31, 37, 39, 43, 39, 30, 31, 44, 0, 0, 47, 41, 35, 33, 36, 41, 48, 44, 46, 41, 46, 41, 41, 38, 31, 51, 37, 21, 46, 33, 38, 45, 32, 36, 32, 41, 44, 36, 44, 48, 44, 38, 35, 51, 35, 54, 60, 49, 49, 60, 43, 56, 50, 47, 42, 51, 56, 33, 57, 43, 56, 60, 45, 47, 40, 47, 57, 0]",62,31,97,51,62,72,36,70,2020-03-28,0.23,0.23,0.24,60,23280
14,7170,2020-03-30T11:16:28+02:00,40588,2020-03-30T01:09:28+02:00,4168,14.125,8100,36420,80,"[0, 59, 58, 57, 56, 57, 56, 55, 56, 56, 57, 57, 58, 61, 60, 59, 58, 56, 56, 56, 56, 56, 57, 56, 54, 55, 55, 54, 55, 55, 56, 57, 57, 57, 56, 55, 57, 56, 55, 55, 56, 56, 56, 57, 57, 56, 56, 56, 56, 55, 55, 56, 55, 55, 56, 55, 56, 56, 56, 56, 57, 58, 57, 57, 65, 59, 57, 58, 58, 58, 59, 59, 60, 59, 59, 58, 54, 55, 55, 55, 60, 58, 60, 57, 58, 57, 57, 57, 57, 57, 58, 58, 59, 57, 56, 56, 56, 58, 58, 60, 60, 57, 58, 57, 58, 58, 58, 59, 59, 59, 59, 59, 59, 59, 58, 64, 62, 58, 58, 58, 57, 0]",57.2,54,42221111111122222111111442222224424222421111142222112222111442223244221111222223333233323333222222444422222222222334422244,1,17400,22018,17850,180,0,3750,30,41,"[0, 25, 23, 34, 34, 23, 43, 39, 39, 33, 31, 30, 29, 25, 41, 29, 35, 41, 34, 41, 40, 36, 34, 42, 76, 53, 61, 62, 46, 50, 46, 62, 46, 38, 38, 42, 28, 45, 59, 43, 32, 24, 35, 23, 36, 46, 38, 46, 45, 41, 37, 39, 45, 41, 45, 41, 39, 31, 31, 48, 54, 45, 49, 44, 28, 58, 63, 46, 37, 41, 31, 33, 50, 44, 38, 71, 55, 52, 59, 56, 45, 57, 52, 54, 45, 52, 42, 47, 45, 45, 56, 43, 48, 54, 54, 44, 55, 61, 44, 50, 59, 36, 39, 39, 56, 44, 47, 46, 47, 37, 48, 49, 46, 63, 45, 51, 59, 49, 37, 50, 37, 0]",74,18,99,62,74,67,56,94,2020-03-29,0.23,0.23,0.3,120,29250
15,7080,2020-03-31T08:17:28+02:00,29848,2020-03-31T00:28:28+02:00,1708,14.0,7800,28140,75,"[0, 60, 57, 56, 55, 54, 54, 54, 55, 55, 56, 56, 59, 58, 58, 60, 60, 60, 61, 61, 60, 56, 56, 56, 0, 55, 56, 55, 55, 55, 55, 57, 58, 56, 0, 0, 55, 54, 55, 55, 56, 56, 55, 56, 56, 0, 0, 0, 54, 54, 60, 56, 57, 56, 55, 0, 58, 57, 57, 54, 54, 54, 55, 55, 56, 54, 54, 54, 54, 56, 56, 56, 56, 58, 57, 60, 65, 55, 53, 62, 57, 57, 57, 56, 54, 53, 53, 55, 53, 0, 0, 56, 56, 0]",56.22,53,4222221111111233211112211212212224442222112211334222224442222111122112211224424422442222444444,1,12360,14458,12750,330,0,900,24,41,"[0, 31, 32, 36, 37, 45, 40, 35, 39, 37, 32, 47, 48, 47, 39, 55, 34, 20, 22, 25, 26, 50, 30, 25, 0, 42, 37, 29, 36, 56, 51, 28, 49, 43, 0, 0, 58, 53, 42, 49, 37, 47, 57, 42, 28, 0, 0, 0, 49, 55, 57, 58, 56, 44, 52, 0, 39, 35, 39, 52, 45, 45, 38, 35, 43, 62, 47, 53, 47, 60, 48, 43, 46, 75, 40, 46, 43, 37, 70, 52, 41, 39, 45, 53, 45, 47, 45, 45, 57, 0, 0, 45, 49, 0]",59,69,99,41,60,75,13,60,2020-03-30,-0.11,-0.11,0.18,120,21060
16,7050,2020-04-01T09:37:28+02:00,34648,2020-04-01T00:41:28+02:00,2488,14.125,6750,32160,78,"[61, 61, 61, 60, 60, 60, 61, 0, 63, 62, 63, 62, 63, 62, 62, 67, 64, 60, 60, 60, 61, 61, 60, 60, 61, 61, 61, 60, 59, 56, 58, 58, 58, 58, 59, 59, 59, 63, 61, 60, 57, 59, 58, 58, 58, 58, 59, 59, 59, 59, 59, 57, 56, 57, 55, 57, 57, 58, 58, 56, 58, 59, 59, 58, 57, 57, 58, 57, 0, 0, 57, 56, 56, 57, 57, 57, 58, 58, 59, 59, 57, 58, 62, 66, 59, 60, 58, 58, 56, 58, 55, 59, 59, 57, 57, 57, 56, 58, 59, 60, 60, 61, 0, 59, 59, 0, 0, 0]",59.05,55,421111144422231112222212242242211111233444242221111122222332342222224442222212214224423442422223322111333444,1,15060,18208,15720,180,0,3300,24,46,"[43, 35, 37, 32, 35, 28, 23, 0, 25, 24, 31, 38, 34, 36, 31, 17, 43, 51, 53, 54, 43, 55, 45, 48, 45, 58, 44, 58, 63, 53, 45, 47, 55, 46, 45, 53, 48, 40, 42, 54, 53, 43, 50, 56, 62, 48, 50, 57, 50, 58, 46, 49, 55, 55, 62, 49, 60, 62, 56, 59, 49, 52, 40, 64, 54, 58, 61, 56, 0, 0, 27, 30, 38, 29, 31, 34, 40, 38, 42, 45, 52, 59, 40, 23, 43, 47, 50, 52, 36, 43, 63, 44, 52, 65, 66, 62, 56, 59, 51, 48, 49, 50, 0, 52, 54, 0, 0, 0]",65,38,97,42,67,67,49,77,2020-03-31,-0.12,-0.12,0.04,120,25110
17,4260,2020-04-02T07:28:28+02:00,26908,2020-04-02T01:22:28+02:00,4948,14.0,7680,21960,81,"[58, 58, 57, 56, 56, 57, 57, 57, 58, 58, 58, 63, 58, 57, 57, 58, 59, 59, 59, 58, 58, 57, 56, 55, 56, 55, 55, 55, 56, 56, 56, 56, 55, 57, 57, 57, 57, 57, 57, 57, 58, 58, 57, 57, 57, 57, 57, 58, 52, 52, 55, 56, 57, 57, 58, 58, 57, 55, 0, 71, 0, 58, 58, 58, 61, 58, 57, 59, 60, 61, 60, 60, 59, 58]",57.46,52,42211111221142222222122222221111111122222221111122221111144444224222244244,1,9930,14818,9870,210,0,90,22,43,"[16, 21, 29, 25, 25, 22, 19, 23, 30, 26, 32, 40, 37, 53, 54, 60, 51, 47, 42, 50, 46, 46, 52, 59, 41, 61, 54, 47, 48, 49, 44, 49, 47, 60, 47, 55, 56, 45, 32, 37, 38, 40, 39, 39, 43, 36, 46, 58, 70, 58, 55, 53, 65, 42, 51, 45, 53, 49, 0, 31, 0, 35, 42, 38, 47, 50, 39, 41, 35, 44, 34, 31, 32, 59]",54,66,98,43,74,70,2,47,2020-04-01,-0.39,-0.39,-0.13,120,17700
18,7050,2020-04-03T09:18:28+02:00,33508,2020-04-03T00:00:28+02:00,28,14.375,8010,33480,79,"[0, 65, 64, 63, 62, 61, 60, 60, 60, 60, 60, 61, 60, 62, 64, 64, 63, 64, 63, 64, 64, 65, 64, 61, 61, 61, 61, 62, 62, 61, 61, 61, 60, 62, 63, 64, 0, 0, 59, 59, 58, 58, 58, 58, 57, 57, 57, 57, 58, 57, 58, 60, 61, 59, 57, 58, 57, 57, 57, 57, 56, 56, 57, 58, 58, 59, 59, 57, 59, 59, 60, 58, 58, 57, 59, 58, 59, 59, 60, 59, 58, 59, 58, 58, 57, 56, 57, 57, 58, 56, 57, 59, 60, 0, 60, 60, 60, 60, 62, 60, 60, 59, 59, 56, 58, 58, 59, 63, 66, 59, 60, 0]",59.64,56,4422211111112222433111221112221244444222222111221223444222222111111221222222332222222222222244222222222222344244,1,16980,16588,16560,450,0,1440,22,38,"[0, 38, 20, 17, 16, 17, 16, 19, 17, 19, 19, 38, 28, 26, 43, 36, 27, 71, 66, 50, 33, 35, 40, 28, 34, 26, 32, 51, 48, 56, 45, 42, 41, 49, 45, 46, 0, 0, 26, 28, 42, 37, 31, 37, 35, 35, 69, 35, 36, 36, 43, 41, 37, 44, 35, 33, 53, 36, 39, 47, 49, 55, 47, 49, 50, 48, 49, 45, 30, 22, 49, 46, 43, 46, 44, 40, 50, 43, 35, 52, 39, 36, 45, 42, 41, 46, 40, 41, 56, 51, 48, 58, 57, 0, 32, 45, 34, 38, 40, 43, 44, 41, 46, 56, 58, 53, 41, 37, 48, 41, 44, 0]",67,51,99,42,69,81,21,83,2020-04-02,-0.04,-0.04,-0.11,120,26430
19,8220,2020-04-04T10:08:22+02:00,36502,2020-04-04T00:42:22+02:00,2542,14.0,6960,33960,76,"[61, 59, 58, 58, 58, 58, 58, 59, 59, 64, 0, 59, 59, 60, 61, 66, 62, 61, 61, 60, 60, 61, 60, 59, 59, 61, 60, 59, 58, 58, 58, 58, 58, 58, 58, 58, 57, 54, 54, 55, 57, 56, 57, 58, 58, 59, 59, 58, 58, 57, 57, 57, 55, 55, 56, 57, 57, 56, 62, 57, 59, 62, 75, 0, 55, 56, 55, 58, 54, 55, 55, 55, 57, 56, 57, 57, 59, 59, 59, 59, 57, 57, 55, 56, 56, 56, 56, 56, 57, 59, 67, 65, 64, 60, 60, 0, 57, 57, 57, 57, 57, 57, 59, 60, 60, 59, 59, 58, 60, 57, 60, 60, 0, 0]",58.41,54,422211111444224442212222144421111111122122222111111122222234244442244222422242222222331223333344222223443322334444,1,16050,19192,16650,330,0,2730,21,37,"[27, 32, 22, 27, 22, 27, 19, 19, 18, 48, 0, 24, 24, 18, 30, 22, 27, 22, 18, 19, 18, 32, 48, 48, 47, 42, 38, 33, 27, 33, 35, 32, 34, 35, 34, 33, 45, 62, 43, 49, 49, 62, 39, 39, 25, 28, 28, 29, 38, 36, 32, 39, 57, 63, 51, 46, 45, 42, 30, 47, 38, 48, 39, 0, 55, 44, 51, 55, 38, 43, 52, 42, 62, 50, 57, 61, 55, 39, 34, 36, 39, 47, 55, 59, 50, 44, 70, 57, 57, 49, 24, 28, 51, 48, 48, 0, 46, 40, 49, 37, 56, 68, 45, 36, 37, 30, 52, 44, 48, 53, 39, 35, 0, 0]",64,30,98,36,62,75,41,80,2020-04-03,-0.19,-0.19,-0.09,120,25740
20,5220,2020-04-05T09:55:30+02:00,35730,2020-04-05T01:24:30+02:00,5070,14.25,7710,30660,83,"[0, 58, 59, 58, 56, 56, 56, 56, 57, 58, 58, 59, 61, 61, 62, 59, 59, 60, 60, 58, 57, 57, 57, 57, 58, 56, 56, 57, 0, 0, 0, 57, 57, 64, 57, 58, 56, 59, 58, 56, 56, 57, 57, 57, 58, 58, 58, 57, 54, 55, 56, 55, 55, 0, 0, 56, 57, 58, 57, 57, 57, 61, 57, 56, 58, 55, 55, 55, 55, 56, 56, 56, 57, 57, 57, 58, 58, 61, 61, 60, 62, 59, 60, 59, 58, 58, 59, 59, 59, 58, 58, 59, 59, 58, 59, 62, 67, 60, 61, 61, 61, 61, 0]",58.01,54,4211211111221222211221112222331222222222222211122111444244422222322222211113343323322233112333334224444,1,13290,19500,14430,270,0,4440,31,43,"[0, 28, 26, 23, 42, 33, 33, 22, 25, 25, 40, 23, 30, 41, 36, 41, 49, 38, 41, 44, 33, 38, 39, 40, 43, 52, 51, 30, 0, 0, 0, 29, 49, 40, 50, 45, 51, 45, 41, 44, 54, 49, 46, 52, 44, 52, 46, 58, 49, 49, 49, 49, 73, 0, 0, 38, 40, 65, 45, 55, 43, 39, 62, 48, 42, 56, 62, 52, 46, 48, 54, 60, 60, 65, 62, 52, 52, 59, 39, 34, 33, 49, 36, 54, 47, 58, 45, 44, 45, 56, 49, 49, 44, 70, 56, 54, 34, 42, 43, 38, 51, 30, 0]",71,27,99,63,79,72,66,78,2020-04-04,-0.11,-0.11,-0.05,120,25440
21,4020,2020-04-06T09:39:30+02:00,34770,2020-04-06T00:47:30+02:00,2850,14.625,8280,31920,87,"[0, 0, 0, 61, 61, 60, 59, 59, 59, 59, 59, 59, 61, 60, 60, 62, 61, 61, 60, 61, 63, 63, 63, 63, 62, 62, 60, 60, 59, 0, 0, 55, 0, 0, 58, 58, 59, 56, 58, 57, 57, 57, 58, 58, 58, 59, 58, 58, 58, 57, 57, 58, 58, 56, 55, 58, 58, 59, 57, 61, 0, 0, 56, 56, 56, 56, 56, 57, 57, 58, 58, 58, 58, 59, 58, 60, 58, 59, 60, 60, 60, 60, 61, 59, 58, 58, 0, 0, 59, 59, 59, 56, 56, 55, 56, 56, 56, 57, 57, 58, 59, 56, 57, 61, 59, 59, 0]",58.57,55,44422221121112222222213111111133332222222211122122211242222444222222111111122222423223332222222231112222244,1,16080,18750,15900,870,0,3540,27,38,"[0, 0, 0, 21, 17, 21, 18, 18, 17, 15, 19, 25, 41, 37, 38, 23, 19, 28, 23, 27, 31, 36, 42, 47, 36, 46, 32, 44, 39, 0, 0, 46, 0, 0, 60, 46, 39, 53, 53, 44, 47, 23, 22, 20, 21, 50, 35, 33, 57, 52, 57, 53, 47, 34, 51, 36, 48, 44, 49, 54, 0, 0, 47, 45, 43, 40, 47, 44, 37, 31, 37, 40, 35, 35, 42, 45, 38, 40, 38, 46, 40, 29, 28, 36, 47, 38, 0, 0, 53, 40, 40, 52, 59, 39, 54, 45, 50, 45, 43, 56, 41, 52, 46, 42, 51, 37, 0]",80,33,99,79,88,99,53,89,2020-04-05,0.04,0.04,0.0,120,27900
22,7050,2020-04-07T10:04:30+02:00,36270,2020-04-07T01:41:30+02:00,6090,14.25,7230,30180,77,"[0, 61, 61, 61, 61, 61, 61, 61, 61, 60, 61, 59, 58, 58, 59, 59, 60, 62, 62, 61, 61, 60, 63, 65, 66, 59, 58, 58, 0, 58, 0, 0, 58, 58, 58, 62, 63, 59, 0, 0, 57, 58, 57, 57, 58, 57, 58, 58, 57, 58, 58, 59, 58, 56, 55, 58, 60, 56, 60, 60, 59, 59, 59, 58, 57, 57, 58, 58, 58, 56, 58, 56, 59, 56, 56, 57, 57, 55, 58, 57, 56, 57, 57, 60, 62, 61, 0, 0, 0, 0, 0, 0, 0, 0, 58, 61, 62, 63, 61, 67, 0]",59.08,55,44221111111221111242222214243333442222442222111122211132224212212211114444222222224233333333344224444,1,11670,20340,14250,480,0,4230,23,36,"[0, 22, 19, 19, 18, 16, 17, 16, 16, 18, 36, 37, 37, 44, 38, 37, 39, 52, 46, 30, 40, 54, 42, 39, 41, 46, 37, 42, 0, 43, 0, 0, 50, 44, 40, 31, 39, 34, 0, 0, 44, 33, 44, 37, 33, 35, 35, 34, 36, 27, 30, 41, 40, 48, 49, 51, 51, 50, 31, 30, 31, 38, 24, 38, 42, 37, 38, 37, 47, 59, 50, 45, 35, 41, 49, 55, 50, 53, 52, 51, 54, 61, 55, 34, 38, 37, 0, 0, 0, 0, 0, 0, 0, 0, 40, 45, 39, 46, 51, 46, 0]",65,23,98,50,65,81,64,69,2020-04-06,-0.15,-0.15,0.0,120,23130
23,3960,2020-04-08T09:39:30+02:00,34770,2020-04-08T00:50:30+02:00,3030,14.25,5730,31740,88,"[0, 61, 61, 61, 61, 61, 61, 61, 60, 59, 59, 59, 62, 63, 62, 62, 63, 62, 63, 63, 64, 64, 63, 63, 62, 61, 60, 60, 59, 59, 0, 58, 59, 61, 59, 57, 57, 57, 57, 57, 57, 58, 56, 56, 57, 57, 57, 57, 58, 59, 58, 59, 59, 60, 59, 60, 59, 58, 59, 61, 60, 59, 59, 60, 59, 60, 0, 58, 58, 0, 59, 58, 58, 58, 59, 58, 60, 63, 56, 60, 58, 58, 59, 62, 55, 55, 56, 57, 0, 58, 58, 0, 59, 59, 59, 0, 54, 57, 60, 59, 59, 61, 61, 60, 60, 61]",59.31,54,4221111111122222222211122242244222222111142222222222442222222222142222222422223222242233333333332312233224,1,17340,18840,15810,150,0,4710,28,37,"[0, 19, 20, 16, 16, 16, 18, 18, 53, 24, 42, 31, 31, 31, 37, 31, 33, 40, 38, 22, 23, 26, 21, 25, 17, 22, 19, 39, 32, 30, 0, 26, 41, 32, 44, 48, 38, 39, 35, 36, 27, 63, 52, 33, 28, 27, 42, 50, 46, 36, 36, 38, 38, 40, 34, 36, 33, 35, 46, 42, 45, 37, 42, 35, 39, 42, 0, 35, 29, 0, 33, 33, 47, 32, 42, 47, 45, 44, 36, 42, 51, 38, 34, 39, 53, 64, 46, 53, 0, 48, 54, 0, 43, 54, 46, 0, 57, 58, 48, 57, 49, 52, 35, 33, 41, 52]",76,32,96,64,90,67,71,88,2020-04-07,-0.02,-0.02,0.0,120,27780
24,5970,2020-04-09T09:07:00+02:00,32820,2020-04-09T01:30:00+02:00,5400,14.0,6660,27420,78,"[0, 58, 58, 58, 58, 57, 57, 57, 57, 56, 55, 56, 57, 57, 58, 58, 61, 61, 61, 62, 0, 0, 59, 60, 60, 60, 59, 60, 60, 59, 58, 59, 60, 59, 58, 57, 58, 59, 61, 60, 62, 60, 61, 0, 60, 59, 59, 59, 58, 58, 57, 58, 58, 56, 56, 58, 58, 59, 60, 60, 59, 64, 61, 63, 59, 58, 59, 58, 59, 58, 58, 58, 57, 56, 57, 58, 59, 59, 60, 61, 60, 58, 59, 59, 57, 62, 60, 61, 61, 60, 61, 60]",58.9,55,42111111221111211224422222211222222211344444222122214222222133332222422442111333322444222244,1,12510,18450,13050,300,0,2280,17,34,"[0, 47, 31, 28, 24, 30, 28, 27, 41, 42, 55, 45, 40, 27, 28, 20, 24, 28, 27, 31, 0, 0, 22, 18, 19, 19, 25, 22, 21, 32, 37, 28, 35, 41, 32, 37, 32, 24, 24, 34, 46, 35, 38, 0, 26, 30, 30, 30, 42, 26, 36, 39, 24, 29, 40, 33, 31, 30, 38, 42, 46, 31, 45, 38, 55, 38, 39, 41, 34, 30, 43, 37, 41, 40, 38, 37, 41, 43, 45, 48, 51, 46, 51, 53, 49, 52, 44, 38, 43, 36, 36, 25]",58,35,97,42,67,72,33,62,2020-04-08,-0.18,-0.18,-0.04,120,21450
25,5970,2020-04-10T10:04:00+02:00,36240,2020-04-10T01:10:00+02:00,4200,14.375,6270,32040,81,"[0, 60, 60, 61, 58, 59, 59, 59, 59, 59, 59, 59, 59, 60, 61, 62, 62, 61, 62, 60, 60, 61, 61, 62, 0, 59, 59, 60, 61, 63, 64, 63, 62, 62, 62, 64, 0, 0, 61, 62, 61, 61, 61, 60, 59, 0, 0, 0, 60, 61, 62, 61, 57, 61, 60, 61, 62, 59, 59, 59, 59, 60, 59, 56, 58, 59, 60, 60, 60, 59, 59, 59, 64, 62, 61, 59, 60, 59, 56, 59, 58, 57, 57, 59, 59, 59, 58, 62, 60, 0, 62, 62, 64, 69, 61, 61, 62, 0, 0, 60, 61, 59, 60, 60, 63, 62, 60]",60.33,56,42122111111111124222222122212233244442222422213322222222222212222211122332222222222222234422442213222223344,1,17340,19680,15480,270,0,2460,30,29,"[0, 23, 23, 26, 26, 21, 19, 19, 22, 18, 18, 25, 18, 21, 18, 17, 33, 17, 18, 20, 17, 24, 15, 23, 0, 36, 30, 25, 34, 21, 26, 46, 54, 39, 31, 25, 0, 0, 23, 26, 22, 32, 25, 21, 34, 0, 0, 0, 26, 26, 29, 36, 34, 29, 30, 24, 39, 37, 39, 30, 36, 36, 32, 38, 40, 36, 34, 40, 28, 33, 40, 27, 24, 28, 24, 35, 35, 35, 33, 34, 41, 42, 40, 35, 38, 41, 42, 37, 45, 0, 25, 23, 23, 53, 39, 32, 44, 0, 0, 35, 37, 39, 27, 38, 39, 38, 29]",66,25,97,50,74,72,36,81,2020-04-09,-0.02,-0.02,-0.02,120,26070
26,6420,2020-04-11T10:36:00+02:00,38160,2020-04-11T01:20:00+02:00,4800,14.375,7440,33360,81,"[0, 0, 0, 59, 57, 58, 59, 58, 59, 59, 59, 61, 60, 60, 59, 58, 58, 58, 59, 59, 60, 56, 56, 57, 58, 57, 57, 59, 62, 60, 61, 61, 56, 55, 54, 55, 56, 57, 57, 57, 54, 54, 55, 55, 55, 54, 54, 55, 57, 59, 56, 62, 65, 0, 58, 57, 57, 56, 56, 55, 57, 57, 58, 58, 59, 59, 59, 59, 59, 59, 59, 58, 55, 56, 58, 58, 57, 56, 57, 57, 58, 58, 58, 59, 60, 60, 58, 58, 60, 60, 59, 56, 56, 55, 0, 59, 58, 59, 59, 60, 60, 60, 58, 59, 59, 59, 59, 59, 59, 57, 59, 0]",57.91,54,4422221121112222211122111141122222111112222222112234442222222211112224432244222233331223332223423333333223334444,1,14100,21210,16410,720,0,5400,26,31,"[0, 0, 0, 23, 34, 25, 18, 17, 18, 19, 19, 22, 22, 21, 32, 25, 22, 22, 22, 20, 35, 35, 29, 31, 28, 30, 47, 26, 30, 38, 27, 30, 47, 33, 35, 25, 31, 23, 26, 45, 49, 34, 27, 28, 39, 40, 36, 26, 53, 28, 30, 30, 32, 0, 30, 31, 30, 30, 39, 35, 32, 26, 27, 24, 27, 32, 36, 28, 38, 32, 34, 30, 40, 32, 36, 48, 39, 42, 39, 30, 32, 27, 32, 29, 28, 32, 32, 37, 30, 29, 40, 39, 40, 46, 0, 39, 36, 36, 39, 33, 36, 42, 39, 41, 44, 45, 44, 36, 46, 46, 42, 0]",73,20,98,43,74,91,81,85,2020-04-10,-0.02,-0.02,0.0,120,26940
